Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.92052,0.03297603,0.027402702,0.438167537,0.440260283
3.93053,0.181253745,-0.142607432,0.277426994,0.360770754
3.940509,0.162890783,-0.075736371,0.273438608,0.327166743
3.950519,-0.035600955,-0.041334315,0.355867392,0.36002438
3.960528,-0.18042344,0.069980829,0.447613129,0.48765505
3.970538,-0.297091984,0.270371707,0.391312628,0.560794151
3.980517,-0.280339821,0.349395913,0.286708864,0.531855142
3.990527,-0.246019077,0.353871225,0.106525744,0.443957165
4.000537,-0.211768207,0.151166312,-0.030268697,0.261941256
4.010516,-0.11471561,-0.077441438,-0.009657846,0.138744807
4.020526,0.073356317,-0.07779355,0.120206475,0.160880646
4.030536,0.084692241,0.349138818,0.399649004,0.537391865
4.040545,0.11622876,0.566132134,0.481927514,0.75250837
4.050525,0.163008057,0.561425673,0.751099994,0.951799146
4.060535,0.043702126,0.54550239,1.259355766,1.373120416
4.070544,-0.264282563,0.644619711,1.859086549,1.985341946
4.080554,-0.518297561,0.800976597,2.421616761,2.602772293
4.090533,-0.66183618,0.424880032,2.99220853,3.093842604
4.100543,-0.878123006,-0.247561244,3.659178784,3.771203516
4.110553,-1.087869575,-0.434372694,4.116216456,4.27964692
4.120532,-0.906302419,-0.602023769,4.902253563,5.021544253
4.130542,-0.590040924,-0.865785235,5.866391596,5.959218298
4.140552,-0.194802036,-1.030922592,6.346457357,6.43259436
4.150561,0.151409118,-1.148682591,6.463623279,6.566644677
4.160541,0.437312235,-1.294187337,6.397958463,6.542173595
4.17055,0.48866146,-1.251693867,6.024696774,6.172722153
4.18056,0.140577443,-1.292141688,5.685443076,5.832122695
4.19057,-0.358208763,-1.377667158,4.761113471,4.969354264
4.200549,-0.681771166,-1.578110003,3.543441921,3.938429097
4.210559,-0.810966273,-1.623807455,2.520016045,3.105623579
4.220569,-0.809283298,-1.629607016,1.433320372,2.316239575
4.230548,-0.613399381,-1.538179075,0.354340099,1.693461122
4.240558,-0.601277518,-1.134522389,-0.389163777,1.341687054
4.250567,-0.534921268,-0.853233309,-1.074500721,1.47265055
4.260577,-0.261290433,-0.863601007,-1.171400778,1.47860041
4.270556,-0.072476384,-0.816305804,-1.232061548,1.47972418
4.280566,-0.116535446,-0.893120091,-1.399637486,1.664400522
4.290576,-0.316789865,-1.021321464,-1.389389656,1.753241845
4.300586,-0.472699585,-1.240913647,-1.475930786,1.985367287
4.310565,-0.53198582,-1.316891783,-1.648686773,2.176093048
4.320575,-0.56290268,-1.382977014,-1.859591163,2.384861452
4.330585,-0.446244588,-1.393953407,-2.142920337,2.595062216
4.340564,-0.336924898,-1.298615141,-2.598455858,2.924361899
4.350574,-0.190833823,-1.155247845,-2.769529016,3.006876469
4.360583,-0.181038421,-0.80667427,-2.757501293,2.878769124
4.370593,-0.257558009,-0.668538478,-2.601470683,2.698319762
4.380572,-0.261732775,-0.759117696,-2.228244077,2.368509107
4.390582,-0.291609123,-0.93367287,-1.970271354,2.199715918
4.400592,-0.276395545,-1.09319193,-1.650905206,1.999237628
4.410602,-0.206906649,-1.123020916,-1.558120419,1.931767475
4.420581,-0.120840605,-1.10568626,-1.495791439,1.864010887
4.430591,-0.067161411,-1.02400592,-1.377785271,1.717961302
4.4406,-0.088879286,-0.835191725,-1.319634712,1.564250785
4.45058,0.068583747,-0.806394773,-1.32782783,1.555025083
4.460589,0.261220559,-0.889977213,-1.459229969,1.729059779
4.470599,0.277689095,-0.544481612,-1.967544798,2.06029221
4.480609,0.151363071,-0.478101096,-1.990211529,2.052421343
4.490588,0.057583964,-0.403504658,-1.808135666,1.853506544
4.500598,0.026294052,-0.445603441,-1.497190093,1.562316222
4.510608,-0.071329453,-0.524444373,-1.106960369,1.226984535
4.520618,-0.074883537,-0.563283334,-0.871926858,1.040745936
4.530597,-0.060843495,-0.530834211,-0.855386839,1.008550214
4.540594625,0.044682668,-0.489963927,-0.997271866,1.112030739
4.550603625,0.148136577,-0.402067997,-1.084664351,1.166233199
4.560583625,0.111347651,-0.303572234,-1.127912112,1.1733457
4.570592625,0.053749068,-0.193893086,-0.987022281,1.007321436
4.580602625,0.033714168,-0.075760034,-0.730472771,0.735164401
4.590612625,0.034664926,-0.112847169,-0.629559184,0.640531738
4.600591625,0.023132462,-0.091680248,-0.661933463,0.668652592
4.610601625,0.046510215,0.031827564,-0.841035433,0.842921582
4.620611625,0.123833503,0.06721199,-0.922213497,0.932914745
4.630620625,0.143235587,0.071109159,-0.957478639,0.970741104
4.640600625,0.103552143,0.057131975,-0.857897049,0.866010655
4.650609625,0.007196753,0.100755127,-0.612344981,0.620620468
4.660619625,-0.108312653,0.167207564,-0.347270815,0.400358613
4.670598625,-0.108241025,0.105277948,-0.132645841,0.200983793
4.680608625,-0.13846192,-0.013683069,-0.069052693,0.155329341
4.690618625,-0.104451737,-0.023022827,-0.066966991,0.126193478
4.700628625,-0.070540517,0.046402919,-0.003273856,0.084498009
4.710607625,-0.147798901,0.035486752,0.013118813,0.152564504
4.720617625,-0.203222319,0.148523955,-0.092820455,0.268280288
4.730626625,-0.198805917,0.217277271,0.02272228,0.295380276
4.740636625,-0.21271235,0.121234415,0.138826933,0.281455582
4.750615625,-0.220615447,0.107774125,0.090517237,0.261686468
4.760625625,-0.211581791,0.158601047,-0.004794132,0.264469526
4.770635625,-0.184363294,0.185236284,-0.024448378,0.262488149
4.780614625,-0.240889497,0.20656985,0.08609148,0.328801757
4.790624625,-0.283106979,0.309699531,0.279973456,0.504428882
4.800634625,-0.308455536,0.173369944,0.267242314,0.443419
4.810644625,-0.235985145,0.179358078,0.237550153,0.379853108
4.820623625,-0.17887042,0.158168353,0.213512249,0.32031131
4.830633625,-0.152576953,0.11637421,-0.009801103,0.192142512
4.840642625,-0.09579815,0.166388369,-0.164404993,0.252767436
4.850652625,-0.058413538,0.286513567,-0.229611973,0.371784647
4.860631625,-0.088608267,0.300365036,-0.205912623,0.374794061
4.870641625,-0.131088435,0.208121116,-0.08122835,0.259030156
4.880651625,-0.229187903,0.139170164,0.073342795,0.277983085
4.890630625,-0.307399675,0.10994812,0.185930933,0.375703954
4.900640625,-0.325158108,0.091265096,0.281449878,0.439626144
4.910650625,-0.327590111,0.058555772,0.275107988,0.431773626
4.920659625,-0.354151234,0.076175187,0.148988224,0.391692796
4.930639625,-0.276925887,0.106288347,0.047236147,0.300360473
4.940648625,-0.226736897,0.113369325,-0.02958925,0.255220979
4.950658625,-0.170861489,0.117975762,-0.109555771,0.234764554
4.960637625,-0.120137185,0.179358662,-0.06493333,0.225430278
4.970647625,-0.09822913,0.244050502,-0.004698822,0.263119153
4.980657625,-0.046786058,0.199845552,0.102500521,0.22942
4.990667625,-0.030400551,0.114522396,0.170080301,0.207284542
5.000646625,-0.033706859,0.135730832,0.187386889,0.233822278
5.010656625,-0.057612908,0.250315209,0.182150123,0.314889851
5.020666625,-0.065567168,0.295540498,0.220758703,0.374670048
5.030675625,-0.090335681,0.148049746,0.272116553,0.32268666
5.040655625,-0.120451034,0.065081264,0.210438952,0.251054925
5.050664625,-0.19017455,0.068589009,0.161540442,0.25877814
5.060674625,-0.281444323,0.128338197,-0.001453618,0.309327841
5.070653625,-0.266711386,0.222015855,-0.07530629,0.355101451
5.080663625,-0.195749723,0.199728608,-0.105953302,0.299057809
5.090673625,-0.1196238,0.16452603,-0.169258182,0.264626152
5.100683625,-0.119371638,0.173673415,-0.206906065,0.295333985
5.110662625,-0.09427992,0.18560115,-0.212326434,0.297353333
5.120672625,-0.11681509,0.162065522,-0.214472362,0.293103041
5.130681625,-0.175891263,0.182561182,-0.21004485,0.329219017
5.140691625,-0.186490365,0.172660092,-0.169785016,0.305642136
5.150670625,-0.177050766,0.120228694,-0.104265211,0.238061225
5.160680625,-0.184317394,0.068026507,-0.104349411,0.222461922
5.170690625,-0.221587546,0.075933697,-0.122757615,0.264454909
5.180669625,-0.228885456,0.065819768,-0.159588642,0.286686812
5.190679625,-0.181585867,0.091628793,-0.25810487,0.328614343
5.200689625,-0.145049247,0.121898074,-0.334077743,0.384065571
5.210699625,-0.163384654,0.137200238,-0.280442988,0.352372984
5.220678625,-0.193976701,0.097570733,-0.265782849,0.343201881
5.230688625,-0.223412608,-0.008029981,-0.1979072,0.298571489
5.240697625,-0.259834768,-0.041765492,-0.15437351,0.305105955
5.250707625,-0.294622486,-0.009256727,-0.065465426,0.301950026
5.260686625,-0.290224502,0.042531477,-0.086189128,0.305724965
5.270696625,-0.258010437,-0.019878194,-0.156349869,0.302340553
5.280706625,-0.226701521,0.010323844,-0.226145743,0.320377993
5.290685625,-0.162607559,0.07211605,-0.271038326,0.324197034
5.300695625,-0.126592511,0.094633677,-0.307923732,0.346118797
5.310705625,-0.136528392,0.150936517,-0.224500921,0.303022273
5.320714625,-0.147489583,0.112417399,-0.20655991,0.277592948
5.330694625,-0.169011576,0.068844532,-0.216865042,0.28343417
5.340703625,-0.176932214,0.10974756,-0.205656515,0.292650196
5.350713625,-0.185181174,0.115960227,-0.116414555,0.247570576
5.360723625,-0.185455408,0.035832907,-0.06153025,0.198654668
5.370702625,-0.162192845,-0.024302198,-0.076619575,0.181018439
5.380712625,-0.152353882,0.024372364,-0.098429105,0.183013677
5.390722625,-0.135722792,0.07983262,-0.189868448,0.246665667
5.400701625,-0.05418147,0.106996445,-0.329250866,0.350414046
5.410711625,0.054561977,0.069828034,-0.421174943,0.430396674
5.420720625,0.087197773,0.076451175,-0.534179403,0.546622235
5.430730625,0.113937967,0.09789233,-0.61641055,0.634449947
5.440709625,0.104590754,0.073658545,-0.662714067,0.674947954
5.450719625,0.048677632,0.105434069,-0.778536299,0.787149683
5.460729625,0.066669807,0.116673002,-0.931704698,0.941345365
5.470739625,0.008923143,0.125888214,-1.112905233,1.120038179
5.480718625,0.072744625,0.131791563,-1.258981544,1.267949259
5.490728625,0.165107244,0.123873264,-1.430890853,1.445701775
5.500738625,0.195336033,0.123991962,-1.490638872,1.508487461
5.510717625,0.215445046,0.106127549,-1.621398987,1.639089472
5.520727625,0.277484881,0.036373774,-1.692027504,1.715015448
5.530736625,0.212098465,-0.048182811,-1.707105135,1.720905367
5.540746625,0.121555573,-0.041126976,-1.751432877,1.756127645
5.550738,0.178970115,-0.117569965,-1.773905481,1.786783046
5.560748,0.213841155,-0.167806318,-1.772989222,1.793705043
5.570758,0.11834304,-0.20711481,-1.698452425,1.715121646
5.580768,0.186394836,-0.164083981,-1.601754096,1.6208895
5.590747,0.431106659,-0.103013906,-1.466299837,1.531828982
5.600757,0.576964978,-0.025306749,-1.304285771,1.426425739
5.610766,0.684438665,0.053983249,-1.336188179,1.502254748
5.620746,0.692610734,0.083966601,-1.066287137,1.27425597
5.630755,0.526095188,0.093654268,-0.730887923,0.905397385
5.640765,0.02925373,-0.214141409,-0.450750745,0.499888546
5.650775,-0.253294804,-0.364747558,-0.198037593,0.486228266
5.660754,-0.360860987,-0.410200304,0.011772199,0.54646457
5.670764,-0.343096561,-0.450143219,-0.013135185,0.566141944
5.680774,-0.227168494,-0.39592462,-0.021354032,0.456965889
5.690784,-0.026537734,-0.302656268,-0.121560105,0.327233749
5.700763,-0.085123181,-0.27213351,-0.17374709,0.333902162
5.710773,-0.272757901,-0.241364876,0.15285148,0.394990444
5.720782,-0.463931027,-0.07580155,0.269888763,0.542049645
5.730762,-0.532422168,-0.047162764,0.468508154,0.710772525
5.740771,-0.63707366,-0.172418017,0.832923591,1.062709993
5.750781,-0.547025626,-0.255408134,0.540541173,0.810342588
5.760791,-0.273539071,-0.437986858,0.073359168,0.521572314
5.77077,-0.079754633,-0.521887971,0.104283922,0.538147741
5.78078,0.042801491,-0.347113818,0.293591037,0.456635157
5.79079,0.026434412,-0.194749119,0.534396919,0.569390959
5.800769,-0.028057225,-0.129590379,0.760134526,0.77161219
5.810779,-0.113063096,-0.217902046,1.03696452,1.065626567
5.820788,-0.219677517,-0.264339463,1.004792554,1.061951807
5.830798,-0.190962718,-0.242622612,0.770483513,0.830046587
5.840777,-0.206056355,-0.249031745,0.501213385,0.596398264
5.850787,-0.212820048,-0.209328859,0.447935895,0.538291288
5.860797,-0.287708482,-0.162516635,0.630136889,0.71151973
5.870807,-0.454117718,-0.050948544,0.611047484,0.763018797
5.880786,-0.532076378,0.008297491,0.579218166,0.786554387
5.890796,-0.624177261,0.02644374,0.626461329,0.88473178
5.900806,-0.591918793,0.056162945,0.755716955,0.96157696
5.910785,-0.540533645,0.04281609,0.882220296,1.035530053
5.920795,-0.49347328,-0.00036589,0.816183597,0.953767097
5.930804,-0.491469293,-0.135438618,0.640427989,0.818555859
5.940814,-0.410326531,-0.21631555,0.740538168,0.87381752
5.950793,-0.401578804,-0.15587047,0.827807277,0.933180597
5.960803,-0.443040095,-0.213568894,0.948545263,1.068472889
5.970813,-0.435752783,-0.233858805,0.910503278,1.036140265
5.980823,-0.264045056,-0.122098853,0.860342354,0.908194301
5.990802,-0.078324258,-0.074540013,0.99141471,0.997293352
6.000812,-0.011577999,-0.243324388,1.183852424,1.208655191
6.010821,-0.269581419,-0.461395784,1.410824379,1.508637013
6.020801,-0.305562334,-0.35629073,1.276831339,1.36037116
6.03081,-0.257043308,-0.16535787,1.158922235,1.198547135
6.04082,-0.276276335,-0.114885655,0.845316764,0.896709406
6.05083,-0.361731711,-0.132577429,0.735631769,0.830409962
6.060809,-0.475726176,-0.046734967,0.580139102,0.751705348
6.070819,-0.606914745,0.073464929,0.384902911,0.722421521
6.080829,-0.603504357,0.099078803,0.342570239,0.700991074
6.090838,-0.540056731,0.116541586,0.187013252,0.583281382
6.100818,-0.407487635,0.156839354,0.020931278,0.437130271
6.110827,-0.39608973,0.136241002,0.527870257,0.673866228
6.120837,-0.351520279,0.01850176,0.881158442,0.948867231
6.130816,-0.261427477,0.004999516,0.834842062,0.874831749
6.140826,-0.347326802,0.195993406,1.338631731,1.396776372
6.150836,0.210653326,0.27287691,1.358442097,1.401499755
6.160846,0.286792625,0.344672861,1.348309457,1.420910899
6.170825,0.231316655,0.293100528,0.877334948,0.953484098
6.180835,-0.103464873,0.403102004,0.584398214,0.717438135
6.190845,-0.268042249,0.393404506,0.18463402,0.510591299
6.200854,-0.265286749,0.329784936,-0.207310692,0.471288538
6.210834,-0.222352983,0.272039808,-0.475941719,0.59158011
6.220843,-0.171590527,0.260324546,-0.720748851,0.785296813
6.230853,-0.174178358,0.328488791,-0.728460159,0.817861351
6.240832,-0.230177362,0.394639182,-0.719430304,0.852233339
6.250842,-0.259327998,0.397625757,-0.629900077,0.788753041
6.260852,-0.260326373,0.390532135,-0.432930771,0.638525035
6.270862,-0.36132193,0.377057446,-0.138031127,0.540165203
6.280841,-0.587078834,0.277842347,0.234265187,0.69046224
6.290851,-0.63106455,0.131064242,0.441351346,0.781160235
6.30086,-0.567994691,-0.070744137,0.540488548,0.787242385
6.31087,-0.496665896,-0.227645664,0.597181397,0.809398037
6.320849,-0.373831537,-0.30076484,0.639542136,0.799514634
6.330859,-0.204410181,-0.27642363,0.601023018,0.692403216
6.340869,-0.031801503,-0.158850759,0.514002416,0.538927994
6.350848,-0.001317606,-0.06212896,0.500572531,0.504415109
6.360858,-0.107062409,-0.02794552,0.459557821,0.472690916
6.370868,-0.170228948,-0.037257353,0.3099954,0.355616582
6.380878,-0.277209459,0.026066938,0.154729605,0.318537
6.390857,-0.345899461,0.095928616,0.039118457,0.361080309
6.400867,-0.326907266,0.184941036,-0.00599632,0.375642786
6.410876,-0.271567261,0.234188369,-0.031197819,0.359953155
6.420856,-0.161241741,0.28384276,-0.045755047,0.329634852
6.430865,0.038506884,0.248762225,0.002437119,0.251736696
6.440875,0.192199842,0.21814096,0.003069203,0.290750198
6.450885,0.222203148,0.219207601,0.085175221,0.323544479
6.460864,0.195984032,0.199554214,0.170308342,0.327469933
6.470874,0.137926242,0.150341334,0.196483988,0.283252754
6.480884,-0.038744775,0.031318619,0.217131091,0.222773257
6.490893,-0.190293065,0.010336077,0.178064674,0.260816627
6.500873,-0.36360567,0.072319304,0.193960329,0.418401451
6.510882,-0.415815568,0.047779326,0.116491154,0.43446017
6.520892,-0.362108235,0.111068272,-0.022306543,0.379415493
6.530871,-0.269115615,0.213286181,-0.063191444,0.349152357
6.540881,-0.162279896,0.326609715,0.008457413,0.364801588
6.550880917,-0.039530704,0.372516681,0.026270955,0.375528317
6.560890917,0.089873852,0.380189653,0.02059097,0.391210262
6.570869917,0.122667093,0.327058599,0.035742275,0.351129681
6.580879917,0.076723327,0.244238837,0.083167872,0.269176473
6.590888917,-0.022941829,0.152154418,0.086608374,0.176573795
6.600898917,-0.074951374,0.060489665,0.101216472,0.139719298
6.610878917,-0.155987999,-0.011986664,0.13554606,0.206999204
6.620887917,-0.219495559,0.002993336,0.153076013,0.267618247
6.630897917,-0.270828831,0.018787707,0.150792675,0.310547363
6.640876917,-0.275638495,0.084507195,0.038693365,0.290886958
6.650886917,-0.271316653,0.1543844,-0.021177446,0.312882971
6.660896917,-0.182214662,0.22257483,-0.021561023,0.28845557
6.670906917,-0.100837911,0.29148116,0.006972805,0.308509597
6.680885917,-0.007552031,0.284324972,0.065783515,0.291933544
6.690895917,0.03688801,0.223157323,0.045931048,0.23080203
6.700904917,0.018635844,0.171753554,0.046728609,0.178969665
6.710914917,-0.00529443,0.164598189,0.020760539,0.165986731
6.720893917,-0.018315435,0.122946663,0.04989663,0.133944058
6.730903917,-0.041955499,0.180753424,0.060625686,0.195211521
6.740913917,-0.12297864,0.183252652,0.09219071,0.239174429
6.750892917,-0.182952215,0.12159031,0.113357631,0.247195608
6.760902917,-0.276873263,0.118835906,0.162164925,0.342166975
6.770912917,-0.306193212,0.109699796,0.088890542,0.337179265
6.780921917,-0.27631785,0.102312149,0.032850242,0.296476759
6.790901917,-0.25077522,0.168097272,0.032610506,0.303658277
6.800910917,-0.190232181,0.170994695,-0.044368088,0.259607388
6.810920917,-0.037453737,0.154301516,-0.041556162,0.164129994
6.820930917,0.03710326,0.187259621,-0.00562853,0.190982978
6.830909917,0.084523019,0.203811937,0.095682083,0.240496377
6.840919917,0.069248328,0.189195452,0.075908554,0.215295979
6.850929917,0.05748077,0.205961593,0.042212219,0.217958914
6.860908917,0.01095019,0.232467022,0.046842629,0.237392196
6.870918917,-0.109966748,0.232776942,0.124137558,0.285810993
6.880928917,-0.247263438,0.154132659,0.161872564,0.333314883
6.890937917,-0.324783447,0.10468917,0.064706458,0.347319789
6.900917917,-0.376728759,0.125450093,0.045459178,0.399660882
6.910926917,-0.357233959,0.135731527,0.015730764,0.382474321
6.920936917,-0.145663278,0.159001599,-0.001507997,0.215642234
6.930946917,0.018092756,0.202253362,0.011675135,0.20339636
6.940925917,0.092276875,0.19415358,0.043489251,0.219321565
6.950935917,0.103547273,0.204018271,0.06973097,0.239181732
6.960945917,0.054951173,0.172329724,0.052106878,0.188234673
6.970924917,-0.0696583,0.163060334,0.081796115,0.195273029
6.980934917,-0.203598459,0.135664667,0.059125875,0.251700425
6.990943917,-0.256292087,0.109221091,0.101641565,0.29655672
7.000953917,-0.278513955,0.049883108,0.102937308,0.301088752
7.010932917,-0.189471641,0.143348219,0.086961545,0.253003014
7.020942917,-0.101092137,0.153644326,0.066847708,0.19569061
7.030952917,0.000876059,0.179975745,0.02383559,0.181549364
7.040931917,0.030189659,0.247515398,0.025365806,0.250636613
7.050941917,-0.00674755,0.276535714,0.060330986,0.283120749
7.060951917,-0.051027299,0.267711882,0.013493035,0.272865349
7.070961917,-0.078831997,0.216871913,-0.00751835,0.230877535
7.080940917,-0.115112627,0.190356672,0.008070912,0.222602154
7.090950917,-0.157606107,0.172005807,0.071976886,0.244144127
7.100959917,-0.240903056,0.166839847,0.146994908,0.327837337
7.110969917,-0.249937187,0.169300538,0.110132892,0.321341754
7.120948917,-0.195458094,0.154468783,0.029489847,0.250866742
7.130958917,-0.092323378,0.112024027,0.043178764,0.151450964
7.140968917,-0.008834266,0.18789134,0.076012634,0.202877106
7.150947917,-0.009204897,0.247510208,0.089823173,0.263465815
7.160957917,-0.033793289,0.169890869,0.057241902,0.182432259
7.170967917,-0.063096984,0.116758627,-0.038194013,0.138103545
7.180976917,-0.063897596,0.137630611,-0.039846436,0.156884755
7.190956917,-0.073689334,0.156338759,0.071718439,0.187124183
7.200965917,-0.153729768,0.150008874,0.112312734,0.242383279
7.210975917,-0.216206902,0.117448928,0.122583953,0.274893617
7.220985917,-0.227895705,0.123189231,0.095541165,0.276116195
7.230964917,-0.187440318,0.172413943,0.046273111,0.258846753
7.240974917,-0.104624412,0.237727177,0.0779849,0.27118651
7.250984917,-0.00594554,0.203640176,0.095883227,0.225162749
7.260963917,-0.009796206,0.194770406,0.091748076,0.215520733
7.270973917,-0.039138027,0.161420099,0.086120716,0.187096262
7.280982917,-0.061390959,0.135780753,0.050587771,0.15736704
7.290992917,-0.066952812,0.132953533,0.03076454,0.152005848
7.300972917,-0.05990255,0.191468959,0.041566102,0.204881474
7.310981917,-0.072691872,0.208551435,0.05664841,0.228006253
7.320991917,-0.138267391,0.191887893,0.047171828,0.241172172
7.331001917,-0.139355192,0.173232662,0.026772646,0.223933471
7.340980917,-0.129424245,0.190120097,0.016217837,0.230563017
7.350990917,-0.147073846,0.166213281,0.047836656,0.227037258
7.361000917,-0.139670375,0.101914429,0.049212506,0.17976717
7.370979917,-0.13010561,0.07440147,0.081629469,0.170664638
7.380989917,-0.12595648,0.042099386,0.110981907,0.173073328
7.390998917,-0.137158028,0.078577113,0.089235528,0.181520431
7.401008917,-0.15625244,0.097461756,0.094805585,0.207127298
7.410987917,-0.128746424,0.153824,0.051870065,0.207190657
7.420997917,-0.08333238,0.241451214,0.032226929,0.257452033
7.431007917,-0.091765874,0.284881518,0.03527976,0.301368738
7.441017917,-0.065661802,0.284801539,0.026311886,0.293454773
7.450996917,-0.049865749,0.255403803,0.06611856,0.268494618
7.461006917,-0.038295023,0.250582482,0.049349331,0.258250741
7.471015917,-0.053142493,0.184769511,0.05565146,0.200152396
7.480995917,-0.082816893,0.147398348,0.061654211,0.179961531
7.491004917,-0.096184011,0.097460312,0.082166829,0.159691153
7.501014917,-0.124826232,0.074550282,0.095512514,0.173959688
7.511024917,-0.187213976,0.11909967,0.090771006,0.239735646
7.521003917,-0.21745298,0.1290124,0.065535593,0.261198989
7.531013917,-0.177698821,0.164602337,0.05978778,0.249490238
7.541023917,-0.115026134,0.156206904,0.08627976,0.212310634
7.550973375,-0.070990808,0.182285468,0.063409545,0.205641574
7.560983375,-0.027143342,0.187484264,0.086652812,0.208316634
7.570993375,-0.019199314,0.214870959,0.062851721,0.224696421
7.581002375,-0.019643721,0.17385804,0.019955378,0.176098583
7.590982375,-0.028733492,0.251922006,0.001178214,0.253558077
7.600991375,-0.024586683,0.206081461,0.026001399,0.209165356
7.611001375,-0.059751162,0.177793911,0.069088946,0.199885364
7.621011375,-0.151424229,0.075959918,0.100879673,0.197169761
7.630990375,-0.200976074,0.041604164,0.100713612,0.228616536
7.641000375,-0.208172955,0.081986533,0.076624253,0.236493228
7.651010375,-0.210284531,0.128279762,0.061681108,0.25392881
7.660989375,-0.203535382,0.144169808,0.05619642,0.255674839
7.670999375,-0.145569668,0.191698827,0.045639857,0.244993806
7.681008375,-0.083542002,0.226180954,0.078925717,0.25370526
7.691018375,-0.013985517,0.253693986,0.056032113,0.260184225
7.700997375,0.008975714,0.270858616,0.04146436,0.274160986
7.711007375,0.001975939,0.247424309,0.039265807,0.250528435
7.721017375,-0.004800948,0.226687853,0.042433829,0.23067523
7.731027375,-0.046600207,0.148968801,0.068072115,0.170285336
7.741006375,-0.108509028,0.107944717,0.065321585,0.166412682
7.751016375,-0.165220424,0.047718487,0.092111773,0.19508824
7.761026375,-0.163533648,0.096308192,0.090497357,0.210257683
7.771005375,-0.148668601,0.1147722,0.058365152,0.196676134
7.781015375,-0.12407333,0.124604549,0.032659623,0.178849478
7.791024375,-0.081566557,0.123598061,0.040458055,0.153513641
7.801034375,-0.060401007,0.153569956,0.056624436,0.17446587
7.811013375,-0.081973761,0.171548719,0.05755239,0.198647774
7.821023375,-0.148222933,0.196502662,0.072128329,0.256487485
7.831033375,-0.137979251,0.20563541,0.083990575,0.261493044
7.841043375,-0.175183714,0.245796463,0.050456209,0.306024613
7.851022375,-0.131194946,0.261515368,0.043071175,0.295732189
7.861032375,-0.113948839,0.227438161,0.095843466,0.271842647
7.871041375,-0.081756171,0.183729255,0.067949908,0.212267993
7.881021375,-0.099502288,0.176720399,0.068537554,0.214075222
7.891030375,-0.088315413,0.109307721,0.058075715,0.152054526
